tanggal,Produk,penjualan
2025-05-11,Butterscotch Coffee / ICE,1
2025-05-11,Capuccino / ICE,2
2025-05-11,Espresso / ICE,1
2025-05-11,Kopi Aren / ICE,5
2025-05-11,Matcha Coffee / ICE,2
2025-05-11,Salted Caramel Machiato / ICE,1
2025-05-11,Signature Coffee / ICE,1
2025-05-12,Americano / ICE,4
2025-05-12,Avocado Coffee / ICE,1
2025-05-12,Butterscotch Coffee / ICE,1
2025-05-12,Capuccino / ICE,3
2025-05-12,Hazelnut Coffee / ICE,3
2025-05-12,Kopi Aren / ICE,3
2025-05-12,Matcha Coffee / ICE,1
2025-05-12,Mocha / ICE,1
2025-05-12,Signature Coffee / ICE,1
2025-05-13,Americano / ICE,3
2025-05-13,Capuccino / HOT,3
2025-05-13,Hazelnut Coffee / HOT,1
2025-05-13,Kopi Aren / HOT,3
2025-05-13,Kopi Aren / ICE,2
2025-05-14,Americano / ICE,4
2025-05-14,Avocado Coffee / ICE,2
2025-05-14,Butterscotch Coffee / ICE,1
2025-05-14,Capuccino / ICE,1
2025-05-14,Hazelnut Coffee / ICE,6
2025-05-14,Kopi Aren / HOT,2
2025-05-14,Kopi Aren / ICE,9
2025-05-14,Kopi Pandan / ICE,1
2025-05-14,Matcha Coffee / ICE,3
2025-05-14,Mocha / ICE,1
2025-05-14,Salted Caramel Machiato / ICE,2
2025-05-15,Americano / ICE,2
2025-05-15,Capuccino / ICE,4
2025-05-15,Hazelnut Coffee / HOT,1
2025-05-15,Hazelnut Coffee / ICE,1
2025-05-15,Kopi Aren / HOT,2
2025-05-15,Kopi Aren / ICE,7
2025-05-15,Mocha / ICE,1
2025-05-16,Capuccino / HOT,1
2025-05-16,Capuccino / ICE,4
2025-05-16,Espresso / ICE,1
2025-05-16,Hazelnut Coffee / ICE,2
2025-05-16,Kopi Aren / ICE,7
2025-05-16,Salted Caramel Machiato / ICE,1
2025-05-17,Americano / ICE,2
2025-05-17,Butterscotch Coffee / ICE,2
2025-05-17,Capuccino / HOT,1
2025-05-17,Capuccino / ICE,2
2025-05-17,Hazelnut Coffee / ICE,1
2025-05-17,Kopi Aren / HOT,1
2025-05-17,Kopi Aren / ICE,3
2025-05-17,Kopi Pandan / ICE,1
2025-05-17,Matcha Coffee / ICE,2
2025-05-18,Americano / ICE,2
2025-05-18,Avocado Coffee / ICE,1
2025-05-18,Capuccino / HOT,1
2025-05-18,Capuccino / ICE,1
2025-05-18,Hazelnut Coffee / HOT,1
2025-05-18,Hazelnut Coffee / ICE,1
2025-05-18,Kopi Aren / ICE,3
2025-05-18,Matcha Coffee / ICE,1
2025-05-18,Oat Latte / ICE,1
2025-05-18,Signature Coffee / ICE,3
2025-05-19,Butterscotch Coffee / ICE,2
2025-05-19,Kopi Aren / ICE,6
2025-05-19,Rum Coffee / ICE,1
2025-05-20,Americano / ICE,3
2025-05-20,Capuccino / HOT,1
2025-05-20,Capuccino / ICE,2
2025-05-20,Hazelnut Coffee / HOT,1
2025-05-20,Hazelnut Coffee / ICE,1
2025-05-20,Kopi Aren / ICE,7
2025-05-21,Americano / ICE,1
2025-05-21,Avocado Coffee / ICE,1
2025-05-21,Hazelnut Coffee / ICE,1
2025-05-21,Kopi Aren / ICE,5
2025-05-22,Americano / HOT,1
2025-05-22,Americano / ICE,1
2025-05-22,Capuccino / ICE,3
2025-05-22,Hazelnut Coffee / ICE,1
2025-05-22,Kopi Aren / HOT,4
2025-05-22,Kopi Aren / ICE,2
2025-05-22,Oat Latte / ICE,1
2025-05-22,Salted Caramel Machiato / ICE,1
2025-05-22,Signature Coffee / ICE,1
2025-05-23,Avocado Coffee / ICE,1
2025-05-23,Capuccino / ICE,1
2025-05-23,Hazelnut Coffee / ICE,1
2025-05-23,Kopi Aren / HOT,1
2025-05-23,Kopi Aren / ICE,7
2025-05-23,Salted Caramel Machiato / ICE,1
2025-05-24,Americano / ICE,2
2025-05-24,Butterscotch Coffee / HOT,1
2025-05-24,Butterscotch Coffee / ICE,1
2025-05-24,Espresso / HOT,1
2025-05-24,Hazelnut Coffee / ICE,1
2025-05-24,Kopi Aren / ICE,9
2025-05-24,Rum Coffee / ICE,1
2025-05-24,Salted Caramel Machiato / ICE,2
2025-05-24,Signature Coffee / HOT,1
2025-05-25,Americano / HOT,2
2025-05-25,Americano / ICE,2
2025-05-25,Capuccino / ICE,1
2025-05-25,Hazelnut Coffee / ICE,4
2025-05-25,Kopi Aren / ICE,11
2025-05-25,Strawberry Coffee / ICE,1
2025-05-26,Americano / ICE,1
2025-05-26,Capuccino / ICE,1
2025-05-26,Hazelnut Coffee / HOT,1
2025-05-26,Hazelnut Coffee / ICE,2
2025-05-26,Kopi Aren / ICE,1
2025-05-27,Americano / HOT,1
2025-05-27,Americano / ICE,3
2025-05-27,Capuccino / HOT,1
2025-05-27,Capuccino / ICE,3
2025-05-27,Hazelnut Coffee / ICE,2
2025-05-27,Kopi Aren / ICE,5
2025-05-27,Matcha Coffee / ICE,1
2025-05-28,Americano / ICE,4
2025-05-28,Butterscotch Coffee / ICE,1
2025-05-28,Capuccino / ICE,2
2025-05-28,Kopi Aren / ICE,5
2025-05-28,Salted Caramel Machiato / ICE,2
2025-05-29,Americano / HOT,2
2025-05-29,Butterscotch Coffee / ICE,1
2025-05-29,Capuccino / ICE,1
2025-05-29,Kopi Aren / HOT,1
2025-05-29,Kopi Aren / ICE,1
2025-05-29,Matcha Coffee / HOT,1
2025-05-29,Salted Caramel Machiato / ICE,1
2025-05-29,Signature Coffee / ICE,1
2025-05-30,Americano / HOT,1
2025-05-30,Americano / ICE,2
2025-05-30,Butterscotch Coffee / ICE,1
2025-05-30,Capuccino / HOT,1
2025-05-30,Capuccino / ICE,1
2025-05-30,Hazelnut Coffee / ICE,4
2025-05-30,Kopi Aren / HOT,1
2025-05-30,Kopi Aren / ICE,7
2025-05-30,Signature Coffee / ICE,3
2025-05-31,Americano / ICE,1
2025-05-31,Butterscotch Coffee / ICE,2
2025-05-31,Hazelnut Coffee / ICE,2
2025-05-31,Kopi Aren / HOT,2
2025-05-31,Kopi Aren / ICE,10
2025-05-31,Kopi Pandan / ICE,1
2025-06-01,Americano / ICE,2
2025-06-01,Avocado Coffee / ICE,1
2025-06-01,Capuccino / HOT,1
2025-06-01,Capuccino / ICE,2
2025-06-01,Hazelnut Coffee / ICE,3
2025-06-01,Kopi Aren / HOT,1
2025-06-01,Kopi Aren / ICE,7
2025-06-01,Rum Coffee / ICE,2
2025-06-01,Salted Caramel Machiato / HOT,1
2025-06-01,Salted Caramel Machiato / ICE,2
2025-06-02,Americano / ICE,5
2025-06-02,Capuccino / ICE,2
2025-06-02,Kopi Aren / HOT,2
2025-06-02,Kopi Aren / ICE,10
2025-06-02,Rum Coffee / ICE,1
2025-06-03,Americano / ICE,1
2025-06-03,Capuccino / ICE,2
2025-06-03,Hazelnut Coffee / ICE,2
2025-06-03,Kopi Aren / ICE,6
2025-06-03,Rum Coffee / ICE,1
2025-06-03,Salted Caramel Machiato / ICE,1
2025-06-03,Signature Coffee / ICE,1
2025-06-04,Butterscotch Coffee / ICE,1
2025-06-04,Capuccino / ICE,2
2025-06-04,Hazelnut Coffee / ICE,3
2025-06-04,Kopi Aren / ICE,6
2025-06-04,Mocha / ICE,1
2025-06-04,Signature Coffee / ICE,1
2025-06-05,Americano / ICE,1
2025-06-05,Butterscotch Coffee / HOT,1
2025-06-05,Butterscotch Coffee / ICE,1
2025-06-05,Capuccino / ICE,6
2025-06-05,Hazelnut Coffee / ICE,4
2025-06-05,Kopi Aren / ICE,6
2025-06-05,Kopi Pandan / ICE,2
2025-06-05,Rum Coffee / ICE,1
2025-06-05,Salted Caramel Machiato / ICE,3
2025-06-05,Signature Coffee / ICE,1
2025-06-06,Americano / ICE,4
2025-06-06,Butterscotch Coffee / ICE,2
2025-06-06,Capuccino / ICE,1
2025-06-06,Espresso / HOT,1
2025-06-06,Hazelnut Coffee / ICE,3
2025-06-06,Kopi Aren / HOT,1
2025-06-06,Kopi Aren / ICE,5
2025-06-06,Salted Caramel Machiato / ICE,1
2025-06-07,Americano / ICE,1
2025-06-07,Avocado Coffee / ICE,1
2025-06-07,Capuccino / ICE,1
2025-06-07,Espresso / HOT,1
2025-06-07,Hazelnut Coffee / ICE,1
2025-06-07,Kopi Aren / ICE,5
2025-06-07,Matcha Coffee / ICE,1
2025-06-07,Rum Coffee / ICE,1
2025-06-08,Americano / HOT,1
2025-06-08,Americano / ICE,2
2025-06-08,Avocado Coffee / ICE,1
2025-06-08,Butterscotch Coffee / ICE,1
2025-06-08,Capuccino / ICE,3
2025-06-08,Hazelnut Coffee / ICE,4
2025-06-08,Kopi Aren / ICE,11
2025-06-08,Matcha Coffee / ICE,1
2025-06-08,Salted Caramel Machiato / ICE,1
2025-06-09,Americano / HOT,1
2025-06-09,Capuccino / ICE,1
2025-06-09,Hazelnut Coffee / ICE,3
2025-06-09,Kopi Aren / HOT,1
2025-06-09,Kopi Aren / ICE,11
2025-06-09,Rum Coffee / ICE,1
2025-06-09,Salted Caramel Machiato / ICE,1
2025-06-10,Capuccino / ICE,3
2025-06-10,Hazelnut Coffee / ICE,1
2025-06-10,Kopi Aren / ICE,8
2025-06-10,Kopi Pandan / ICE,1
2025-06-10,Rum Coffee / ICE,1
2025-06-11,Americano / ICE,1
2025-06-11,Hazelnut Coffee / ICE,1
2025-06-11,Kopi Aren / ICE,3
2025-06-11,Kopi Pandan / ICE,2
2025-06-11,Rum Coffee / ICE,3
2025-06-11,Salted Caramel Machiato / ICE,1
2025-06-12,Americano / ICE,2
2025-06-12,Butterscotch Coffee / ICE,1
2025-06-12,Capuccino / ICE,4
2025-06-12,Kopi Aren / HOT,5
2025-06-12,Kopi Aren / ICE,6
2025-06-12,Salted Caramel Machiato / ICE,2
2025-06-12,Strawberry Coffee / ICE,1
2025-06-13,Americano / ICE,4
2025-06-13,Kopi Aren / HOT,2
2025-06-13,Kopi Aren / ICE,5
2025-06-13,Kopi Pandan / ICE,1
2025-06-13,Oat Latte / ICE,2
2025-06-13,Signature Coffee / ICE,1
2025-06-14,Americano / HOT,1
2025-06-14,Capuccino / HOT,1
2025-06-14,Capuccino / ICE,3
2025-06-14,Hazelnut Coffee / ICE,1
2025-06-14,Kopi Aren / ICE,5
2025-06-14,Salted Caramel Machiato / HOT,1
2025-06-14,Salted Caramel Machiato / ICE,1
2025-06-14,Signature Coffee / ICE,1
2025-06-15,Avocado Coffee / ICE,1
2025-06-15,Kopi Aren / ICE,2
2025-06-15,Mocha / ICE,2
2025-06-15,Signature Coffee / ICE,1
2025-06-16,Americano / ICE,1
2025-06-16,Butterscotch Coffee / ICE,1
2025-06-16,Capuccino / ICE,1
2025-06-16,Hazelnut Coffee / ICE,2
2025-06-16,Kopi Aren / ICE,6
2025-06-16,Matcha Coffee / ICE,1
2025-06-16,Oat Latte / ICE,1
2025-06-16,Salted Caramel Machiato / ICE,1
2025-06-17,Americano / ICE,2
2025-06-17,Butterscotch Coffee / HOT,1
2025-06-17,Capuccino / ICE,3
2025-06-17,Kopi Aren / HOT,2
2025-06-17,Kopi Aren / ICE,2
2025-06-17,Kopi Pandan / ICE,2
2025-06-18,Americano / ICE,1
2025-06-18,Butterscotch Coffee / ICE,1
2025-06-18,Capuccino / ICE,1
2025-06-18,Espresso / ICE,3
2025-06-18,Hazelnut Coffee / ICE,2
2025-06-18,Kopi Aren / ICE,3
2025-06-18,Oat Latte / ICE,2
2025-06-19,Americano / ICE,2
2025-06-19,Capuccino / ICE,1
2025-06-19,Kopi Aren / HOT,1
2025-06-19,Kopi Aren / ICE,3
2025-06-19,Mocha / ICE,1
2025-06-19,Oat Latte / ICE,1
2025-06-19,Salted Caramel Machiato / ICE,1
2025-06-19,Signature Coffee / ICE,1
2025-06-20,Americano / HOT,1
2025-06-20,Americano / ICE,1
2025-06-20,Capuccino / ICE,1
2025-06-20,Kopi Aren / ICE,5
2025-06-20,Signature Coffee / HOT,1
2025-06-21,Americano / ICE,1
2025-06-21,Capuccino / ICE,4
2025-06-21,Hazelnut Coffee / ICE,1
2025-06-21,Kopi Aren / ICE,5
2025-06-21,Salted Caramel Machiato / ICE,1
2025-06-21,Signature Coffee / ICE,1
2025-06-22,Americano / HOT,1
2025-06-22,Americano / ICE,1
2025-06-22,Butterscotch Coffee / ICE,1
2025-06-22,Kopi Aren / ICE,3
2025-06-22,Matcha Coffee / HOT,1
2025-06-22,Rum Coffee / ICE,1
2025-06-22,Signature Coffee / ICE,2
2025-06-23,Americano / HOT,2
2025-06-23,Americano / ICE,2
2025-06-23,Capuccino / HOT,1
2025-06-23,Espresso / ICE,1
2025-06-23,Hazelnut Coffee / ICE,2
2025-06-23,Kopi Aren / ICE,7
2025-06-24,Americano / ICE,1
2025-06-24,Butterscotch Coffee / ICE,1
2025-06-24,Hazelnut Coffee / ICE,1
2025-06-24,Kopi Aren / ICE,7
2025-06-24,Kopi Pandan / ICE,1
2025-06-24,Salted Caramel Machiato / ICE,1
2025-06-24,Strawberry Coffee / ICE,1
2025-06-25,Americano / ICE,4
2025-06-25,Hazelnut Coffee / ICE,2
2025-06-25,Kopi Aren / ICE,3
2025-06-25,Kopi Pandan / ICE,1
2025-06-25,Signature Coffee / ICE,1
2025-06-26,Americano / ICE,1
2025-06-26,Avocado Coffee / HOT,1
2025-06-26,Avocado Coffee / ICE,1
2025-06-26,Capuccino / ICE,1
2025-06-26,Kopi Aren / ICE,5
2025-06-26,Kopi Pandan / ICE,1
2025-06-26,Salted Caramel Machiato / HOT,1
2025-06-26,Salted Caramel Machiato / ICE,1
2025-06-27,Americano / HOT,1
2025-06-27,Americano / ICE,1
2025-06-27,Capuccino / ICE,3
2025-06-27,Kopi Aren / HOT,1
2025-06-27,Kopi Aren / ICE,7
2025-06-27,Kopi Pandan / ICE,1
2025-06-27,Rum Coffee / ICE,4
2025-06-27,Salted Caramel Machiato / HOT,1
2025-06-27,Signature Coffee / ICE,1
2025-06-28,Americano / ICE,1
2025-06-28,Capuccino / ICE,2
2025-06-28,Hazelnut Coffee / ICE,1
2025-06-28,Kopi Aren / HOT,1
2025-06-28,Kopi Aren / ICE,2
2025-06-28,Matcha Coffee / ICE,1
2025-06-29,Americano / ICE,1
2025-06-29,Butterscotch Coffee / ICE,1
2025-06-29,Capuccino / HOT,1
2025-06-29,Capuccino / ICE,2
2025-06-29,Hazelnut Coffee / ICE,1
2025-06-29,Kopi Aren / ICE,4
2025-06-30,Americano / ICE,1
2025-06-30,Butterscotch Coffee / ICE,1
2025-06-30,Capuccino / ICE,2
2025-06-30,Kopi Aren / ICE,11
2025-07-01,Americano / HOT,1
2025-07-01,Capuccino / ICE,1
2025-07-01,Hazelnut Coffee / ICE,1
2025-07-01,Kopi Aren / ICE,3
2025-07-02,Americano / HOT,2
2025-07-02,Americano / ICE,2
2025-07-02,Hazelnut Coffee / ICE,2
2025-07-02,Kopi Aren / ICE,7
2025-07-02,Salted Caramel Machiato / ICE,2
2025-07-03,Capuccino / HOT,1
2025-07-03,Capuccino / ICE,4
2025-07-03,Hazelnut Coffee / ICE,1
2025-07-03,Kopi Aren / ICE,4
2025-07-03,Kopi Pandan / ICE,1
2025-07-04,Americano / ICE,2
2025-07-04,Butterscotch Coffee / ICE,1
2025-07-04,Capuccino / ICE,2
2025-07-04,Hazelnut Coffee / ICE,2
2025-07-04,Kopi Aren / ICE,4
2025-07-04,Matcha Coffee / ICE,1
2025-07-04,Rum Coffee / ICE,1
2025-07-04,Salted Caramel Machiato / ICE,1
2025-07-04,Signature Coffee / ICE,1
2025-07-05,Americano / ICE,1
2025-07-05,Butterscotch Coffee / ICE,2
2025-07-05,Capuccino / ICE,4
2025-07-05,Hazelnut Coffee / ICE,1
2025-07-05,Kopi Aren / ICE,3
2025-07-05,Kopi Pandan / ICE,1
2025-07-06,Americano / ICE,7
2025-07-06,Avocado Coffee / ICE,2
2025-07-06,Capuccino / ICE,1
2025-07-06,Hazelnut Coffee / ICE,1
2025-07-06,Kopi Aren / ICE,1
2025-07-06,Salted Caramel Machiato / ICE,1
2025-07-07,Americano / ICE,1
2025-07-07,Butterscotch Coffee / ICE,3
2025-07-07,Capuccino / HOT,1
2025-07-07,Capuccino / ICE,4
2025-07-07,Kopi Aren / ICE,5
2025-07-08,Americano / ICE,1
2025-07-08,Butterscotch Coffee / ICE,2
2025-07-08,Capuccino / HOT,1
2025-07-08,Hazelnut Coffee / ICE,2
2025-07-08,Kopi Aren / ICE,4
2025-07-08,Rum Coffee / ICE,1
2025-07-09,Americano / ICE,1
2025-07-09,Butterscotch Coffee / ICE,2
2025-07-09,Capuccino / ICE,6
2025-07-09,Hazelnut Coffee / ICE,1
2025-07-09,Kopi Aren / ICE,3
2025-07-10,Americano / HOT,1
2025-07-10,Americano / ICE,1
2025-07-10,Avocado Coffee / ICE,1
2025-07-10,Butterscotch Coffee / ICE,1
2025-07-10,Capuccino / ICE,3
2025-07-10,Hazelnut Coffee / ICE,1
2025-07-10,Kopi Aren / ICE,6
2025-07-11,Americano / HOT,1
2025-07-11,Americano / ICE,4
2025-07-11,Avocado Coffee / ICE,1
2025-07-11,Butterscotch Coffee / ICE,1
2025-07-11,Kopi Aren / HOT,2
2025-07-11,Kopi Aren / ICE,7
2025-07-11,Salted Caramel Machiato / ICE,1
2025-07-11,Signature Coffee / ICE,1
2025-07-12,Americano / ICE,2
2025-07-12,Butterscotch Coffee / ICE,1
2025-07-12,Capuccino / ICE,2
2025-07-12,Hazelnut Coffee / ICE,2
2025-07-12,Kopi Aren / ICE,8
2025-07-12,Mocha / ICE,1
2025-07-12,Rum Coffee / ICE,1
2025-07-12,Signature Coffee / ICE,1
2025-07-13,Americano / ICE,3
2025-07-13,Butterscotch Coffee / ICE,1
2025-07-13,Capuccino / ICE,5
2025-07-13,Kopi Aren / ICE,5
2025-07-13,Mocha / ICE,2
2025-07-13,Salted Caramel Machiato / ICE,1
2025-07-13,Signature Coffee / ICE,2
2025-07-14,Americano / ICE,5
2025-07-14,Espresso / HOT,1
2025-07-14,Kopi Aren / ICE,4
2025-07-15,Americano / ICE,1
2025-07-15,Capuccino / HOT,1
2025-07-15,Capuccino / ICE,1
2025-07-15,Espresso / HOT,1
2025-07-15,Kopi Aren / ICE,4
2025-07-15,Matcha Coffee / ICE,2
2025-07-16,Americano / HOT,4
2025-07-16,Americano / ICE,2
2025-07-16,Butterscotch Coffee / ICE,1
2025-07-16,Capuccino / ICE,2
2025-07-16,Kopi Aren / ICE,11
2025-07-17,Americano / ICE,1
2025-07-17,Capuccino / ICE,2
2025-07-17,Hazelnut Coffee / ICE,1
2025-07-17,Kopi Aren / ICE,6
2025-07-17,Signature Coffee / ICE,1
2025-07-18,Americano / ICE,1
2025-07-18,Butterscotch Coffee / ICE,1
2025-07-18,Hazelnut Coffee / ICE,1
2025-07-18,Kopi Aren / ICE,6
2025-07-18,Matcha Coffee / ICE,1
2025-07-19,Americano / ICE,6
2025-07-19,Butterscotch Coffee / ICE,1
2025-07-19,Capuccino / ICE,4
2025-07-19,Hazelnut Coffee / ICE,1
2025-07-19,Kopi 1L,1
2025-07-19,Kopi Aren / ICE,6
2025-07-19,Matcha Coffee / ICE,1
2025-07-19,Salted Caramel Machiato / ICE,2
2025-07-20,Americano / ICE,2
2025-07-20,Capuccino / HOT,2
2025-07-20,Capuccino / ICE,3
2025-07-20,Espresso / HOT,1
2025-07-20,Kopi Aren / ICE,4
2025-07-20,Mocha / ICE,1
2025-07-21,Americano / HOT,1
2025-07-21,Americano / ICE,6
2025-07-21,Capuccino / ICE,1
2025-07-21,Hazelnut Coffee / ICE,1
2025-07-21,Kopi Aren / ICE,7
2025-07-21,Matcha Coffee / ICE,1
2025-07-21,Salted Caramel Machiato / HOT,1
2025-07-22,Americano / ICE,1
2025-07-22,Butterscotch Coffee / ICE,1
2025-07-22,Capuccino / ICE,3
2025-07-22,Espresso / ICE,2
2025-07-22,Kopi Aren / ICE,7
2025-07-22,Mocha / ICE,2
2025-07-22,Salted Caramel Machiato / ICE,1
2025-07-23,Americano / ICE,1
2025-07-23,Capuccino / HOT,2
2025-07-23,Capuccino / ICE,7
2025-07-23,Hazelnut Coffee / ICE,1
2025-07-23,Kopi Aren / ICE,5
2025-07-23,Salted Caramel Machiato / ICE,1
2025-07-23,Signature Coffee / ICE,2
2025-07-24,Americano / ICE,3
2025-07-24,Capuccino / HOT,1
2025-07-24,Capuccino / ICE,1
2025-07-24,Hazelnut Coffee / ICE,1
2025-07-24,Kopi Aren / HOT,2
2025-07-24,Kopi Aren / ICE,4
2025-07-24,Mocha / ICE,1
2025-07-24,Signature Coffee / ICE,1
2025-07-25,Capuccino / ICE,1
2025-07-25,Hazelnut Coffee / ICE,1
2025-07-25,Kopi Aren / ICE,3
2025-07-26,Americano / HOT,1
2025-07-26,Capuccino / HOT,2
2025-07-26,Capuccino / ICE,3
2025-07-26,Kopi Aren / ICE,4
2025-07-26,Matcha Coffee / ICE,3
2025-07-27,Americano / ICE,2
2025-07-27,Avocado Coffee / ICE,1
2025-07-27,Capuccino / HOT,1
2025-07-27,Capuccino / ICE,2
2025-07-27,Espresso / HOT,1
2025-07-27,Hazelnut Coffee / ICE,1
2025-07-27,Kopi Aren / ICE,4
2025-07-27,Kopi Pandan / ICE,2
2025-07-27,Rum Coffee / ICE,1
2025-07-28,Americano / ICE,4
2025-07-28,Capuccino / HOT,1
2025-07-28,Capuccino / ICE,3
2025-07-28,Kopi Aren / ICE,4
2025-07-28,Mocha / ICE,1
2025-07-29,Capuccino / ICE,7
2025-07-29,Kopi Aren / ICE,4
2025-07-29,Kopi Pandan / ICE,1
2025-07-29,Salted Caramel Machiato / ICE,3
2025-07-30,Capuccino / HOT,1
2025-07-30,Hazelnut Coffee / ICE,1
2025-07-30,Kopi Aren / ICE,6
2025-07-31,Butterscotch Coffee / ICE,1
2025-07-31,Capuccino / HOT,1
2025-07-31,Capuccino / ICE,4
2025-07-31,Hazelnut Coffee / ICE,1
2025-07-31,Kopi Aren / ICE,5
2025-07-31,Matcha Coffee / ICE,1
2025-08-01,Americano / ICE,4
2025-08-01,Butterscotch Coffee / ICE,1
2025-08-01,Capuccino / HOT,1
2025-08-01,Hazelnut Coffee / ICE,1
2025-08-01,Kopi Aren / ICE,9
2025-08-02,Capuccino / HOT,2
2025-08-02,Capuccino / ICE,2
2025-08-02,Hazelnut Coffee / ICE,1
2025-08-02,Kopi Aren / HOT,3
2025-08-02,Kopi Aren / ICE,4
2025-08-02,Mocha / ICE,1
2025-08-03,Americano / ICE,2
2025-08-03,Avocado Coffee / ICE,1
2025-08-03,Capuccino / HOT,1
2025-08-03,Capuccino / ICE,2
2025-08-03,Hazelnut Coffee / ICE,2
2025-08-03,Kopi Aren / ICE,1
2025-08-03,Kopi Pandan / ICE,1
2025-08-03,Salted Caramel Machiato / ICE,1
2025-08-04,Americano / ICE,2
2025-08-04,Capuccino / HOT,1
2025-08-04,Kopi Aren / ICE,3
2025-08-04,Mocha / ICE,1
2025-08-05,Americano / ICE,2
2025-08-05,Capuccino / ICE,1
2025-08-05,Kopi Aren / HOT,1
2025-08-05,Kopi Aren / ICE,2
2025-08-05,Matcha Coffee / ICE,1
2025-08-05,Signature Coffee / ICE,2
2025-08-06,Americano / ICE,3
2025-08-06,Butterscotch Coffee / ICE,2
2025-08-06,Capuccino / HOT,1
2025-08-06,Hazelnut Coffee / ICE,1
2025-08-06,Kopi Aren / ICE,11
2025-08-06,Signature Coffee / ICE,2
2025-08-07,Americano / ICE,1
2025-08-07,Avocado Coffee / ICE,1
2025-08-07,Butterscotch Coffee / ICE,1
2025-08-07,Capuccino / ICE,1
2025-08-07,Hazelnut Coffee / ICE,2
2025-08-07,Kopi Aren / ICE,9
2025-08-07,Salted Caramel Machiato / ICE,1
2025-08-08,Americano / HOT,1
2025-08-08,Butterscotch Coffee / ICE,1
2025-08-08,Capuccino / HOT,2
2025-08-08,Hazelnut Coffee / ICE,2
2025-08-08,Kopi Aren / ICE,6
2025-08-08,Salted Caramel Machiato / ICE,2
2025-08-08,Signature Coffee / ICE,1
2025-08-09,Americano / HOT,1
2025-08-09,Americano / ICE,6
2025-08-09,Capuccino / HOT,2
2025-08-09,Capuccino / ICE,4
2025-08-09,Kopi Aren / HOT,3
2025-08-09,Kopi Aren / ICE,9
2025-08-09,Salted Caramel Machiato / ICE,1
2025-08-09,Signature Coffee / ICE,1
2025-08-10,Americano / HOT,1
2025-08-10,Americano / ICE,1
2025-08-10,Capuccino / HOT,1
2025-08-10,Capuccino / ICE,2
2025-08-10,Hazelnut Coffee / HOT,1
2025-08-10,Hazelnut Coffee / ICE,1
2025-08-10,Kopi Aren / ICE,1
2025-08-10,Matcha Coffee / ICE,1
2025-08-10,Signature Coffee / ICE,1
2025-08-11,Capuccino / HOT,1
2025-08-11,Hazelnut Coffee / ICE,2
2025-08-11,Kopi Aren / HOT,1
2025-08-11,Kopi Aren / ICE,3
2025-08-11,Signature Coffee / ICE,1
2025-08-12,Americano / ICE,2
2025-08-12,Capuccino / HOT,1
2025-08-12,Capuccino / ICE,3
2025-08-12,Hazelnut Coffee / HOT,1
2025-08-12,Hazelnut Coffee / ICE,2
2025-08-12,Kopi Aren / ICE,4
2025-08-12,Rum Coffee / HOT,1
2025-08-12,Salted Caramel Machiato / HOT,1
2025-08-12,Signature Coffee / ICE,4
2025-08-13,Americano / ICE,3
2025-08-13,Butterscotch Coffee / ICE,2
2025-08-13,Capuccino / HOT,1
2025-08-13,Capuccino / ICE,1
2025-08-13,Hazelnut Coffee / ICE,1
2025-08-13,Kopi Aren / ICE,5
2025-08-13,Signature Coffee / ICE,1
2025-08-14,Americano / ICE,3
2025-08-14,Capuccino / HOT,2
2025-08-14,Espresso / HOT,2
2025-08-14,Kopi Aren / ICE,9
2025-08-14,Salted Caramel Machiato / ICE,1
2025-08-15,Americano / ICE,3
2025-08-15,Butterscotch Coffee / ICE,1
2025-08-15,Capuccino / ICE,3
2025-08-15,Espresso / ICE,1
2025-08-15,Kopi Aren / HOT,3
2025-08-15,Kopi Aren / ICE,10
2025-08-15,Salted Caramel Machiato / ICE,3
2025-08-15,Signature Coffee / ICE,1
2025-08-16,Americano / ICE,2
2025-08-16,Capuccino / ICE,1
2025-08-16,Hazelnut Coffee / ICE,1
2025-08-16,Kopi Aren / ICE,5
2025-08-16,Rum Coffee / ICE,1
2025-08-16,Strawberry Coffee / ICE,1
2025-08-17,Americano / HOT,1
2025-08-17,Americano / ICE,4
2025-08-17,Capuccino / HOT,4
2025-08-17,Capuccino / ICE,2
2025-08-17,Espresso / ICE,1
2025-08-17,Hazelnut Coffee / ICE,1
2025-08-17,Kopi Aren / ICE,11
2025-08-17,Kopi aren 10K,10
2025-08-17,Salted Caramel Machiato / ICE,1
2025-08-18,Americano / HOT,2
2025-08-18,Americano / ICE,2
2025-08-18,Butterscotch Coffee / ICE,1
2025-08-18,Capuccino / ICE,4
2025-08-18,Kopi Aren / ICE,9
2025-08-18,Matcha Coffee / ICE,1
2025-08-18,Salted Caramel Machiato / ICE,2
2025-08-19,Americano / ICE,1
2025-08-19,Capuccino / HOT,1
2025-08-19,Capuccino / ICE,1
2025-08-19,Kopi Aren / HOT,1
2025-08-19,Kopi Aren / ICE,6
2025-08-19,Kopi Pandan / ICE,2
2025-08-19,Signature Coffee / ICE,2
2025-08-20,Americano / ICE,2
2025-08-20,Capuccino / ICE,2
2025-08-20,Kopi Aren / HOT,3
2025-08-20,Kopi Aren / ICE,2
2025-08-21,Americano / ICE,3
2025-08-21,Kopi Aren / HOT,5
2025-08-21,Kopi Aren / ICE,5
2025-08-21,Signature Coffee / ICE,1
2025-08-22,Americano / ICE,2
2025-08-22,Capuccino / HOT,1
